"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows"
"Task Repositories","Mark Task Complete","Alt+Shift+C","In Tasks View"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks View"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Edit","Next Sibling","Ctrl+Shift+Down","Editing in Structured Text Editors"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text"
"Source","Format","Ctrl+Q","Editing Java Source"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Run/Debug","Coverage SWTBot Test","Alt+Shift+E, S","In Windows"
"Window","Previous View","Ctrl+Shift+F7","In Windows"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source"
"File","New","Ctrl+N","In Windows"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors"
"Navigate","Previous","Ctrl+,","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Window","Next View","Ctrl+F7","In Windows"
"Navigate","Open Declaration","F3","In Windows"
"Edit","Add Maven Dependency","Ctrl+Shift+D","Editing XML Source"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Window","Activate Editor","F12","In Windows"
"Focused UI","Make Landmark","Ctrl+Alt+Shift+Up","In Windows"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Navigate","Deactivate Task","Ctrl+Shift+F9","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Task Repositories","Mark Task Incomplete","Alt+Shift+I","In Tasks Editor"
"Window","Quick Access","Ctrl+3","In Windows"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors"
"Run/Debug","Coverage Java Application","Alt+Shift+E, J","In Windows"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context"
"Run/Debug","Coverage RAP JUnit Test","Alt+Shift+E, R","In Windows"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows"
"Run/Debug","Debug","F11","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"Window","Next Perspective","Ctrl+F8","In Windows"
"File","Close All","Ctrl+Shift+W","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Run/Debug","Force Return","Alt+Shift+F","In Windows"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context"
"Git","Commit...","Ctrl+#","In Windows"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files"
"Navigate","Next","Ctrl+.","In Windows"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text"
"Task Repositories","Show Tooltip Description","F4","In Tasks View"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows"
"Task Repositories","New Local Task","Insert","In Tasks View"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Run/Debug","EOF","Ctrl+Z","In I/O Console"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"File","Close","Ctrl+F4","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Window","Show System Menu","Alt+-","In Windows"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Views","Show View (Task List)","Alt+Shift+Q, K","In Windows"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Run/Debug","Coverage Last Launched","Ctrl+Shift+F11","In Windows"
"WindowBuilder Pro","Switch between Source/Design Views","F12","Editing Text"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows"
"Views","Show View","Alt+Shift+Q, Q","In Windows"
"File","Close All","Ctrl+Shift+F4","In Windows"
"File","New menu","Alt+Shift+N","In Windows"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Run/Debug","Step Into","F5","Debugging"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Chain Completion Category","Trigger Chain Completion Command","Ctrl+Shift+Space","Editing Java Source"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source"
"Source","Format","Ctrl+Shift+F","Editing Ant Buildfiles"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Run/Debug","Step Return","F7","Debugging"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering"
"Run/Debug","Run Maven Build","Alt+Shift+X, M","In Windows"
"Views","Show View (Package Explorer)","Alt+Shift+Q, P","In Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Project","Build All","Ctrl+B","In Windows"
"Edit","Matching Tag","Ctrl+Shift+>","Editing in Structured Text Editors"
"Source","Apply Checkstyle fixes","Ctrl+Alt+C","Editing Java Source"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editing Java Source"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"File","Refresh","F5","In Windows"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Navigate","Activate Task","Ctrl+F9","In Windows"
"Text Editing","Line End","End","Editing Text"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"WindowBuilder Pro","Empty command","Ctrl+Shift+A","WindowBuilder Java scope"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Run/Debug","Coverage JUnit Plug-in Test","Alt+Shift+E, P","In Windows"
"WindowBuilder Pro","Empty command","Ctrl+Alt+A","WindowBuilder Java scope"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Edit","Delete","Delete","In Windows"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks Editor"
"Run/Debug","Display","Ctrl+Shift+D","In Dialogs and Windows"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Run/Debug","Run","F6","In Windows"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+Down","In Windows"
"Views","Show View (Declaration)","Alt+Shift+Q, D","In Windows"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Navigate","Open Remote Task","Ctrl+Alt+Shift+F12","In Windows"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows"
"Focused UI","Show Context Quick View","Ctrl+Alt+Shift+Right","In Windows"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Task Editor","Submit Task","Alt+Shift+S","In Tasks Editor"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing in Structured Text Editors"
"Run/Debug","Step Over","F6","Debugging"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"View","Zoom Out","Ctrl+-","In Windows"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Alt+Shift+Up","In Tasks View"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Navigate","Open Task","Ctrl+F12","In Windows"
"Task Repositories","Open Selected Task","Ctrl+Enter","In Tasks View"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors"
"Navigate","Next Page","Alt+F7","In Windows"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Alt+Shift+Down","In Tasks View"
"Run/Debug","Coverage Eclipse Application","Alt+Shift+E, E","In Windows"
"Task Repositories","Mark Task Unread","Alt+Shift+U","In Tasks Editor"
"Window","Next Editor","Ctrl+F6","In Windows"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
